Country,Authority,Measure,Year,Patents
United Kingdom,European Patent Office,Patent applications,2012,5912.5044
United Kingdom,European Patent Office,Patent grants,2012,3605.7705
United Kingdom,United States Patent and Trademark Office,Patent applications,2012,8463.2793
United Kingdom,United States Patent and Trademark Office,Patent grants,2012,5944.4692
United Kingdom,European Patent Office,Patent applications,2013,6495.7412
United Kingdom,European Patent Office,Patent grants,2013,4004.3103
United Kingdom,United States Patent and Trademark Office,Patent applications,2013,9114.834
United Kingdom,United States Patent and Trademark Office,Patent grants,2013,6581.1411
United Kingdom,European Patent Office,Patent applications,2014,6437.3628
United Kingdom,European Patent Office,Patent grants,2014,3984.3594
United Kingdom,United States Patent and Trademark Office,Patent applications,2014,9167.1758
United Kingdom,United States Patent and Trademark Office,Patent grants,2014,6715.395
United Kingdom,European Patent Office,Patent applications,2015,6493.7183
United Kingdom,European Patent Office,Patent grants,2015,4000.4495
United Kingdom,United States Patent and Trademark Office,Patent applications,2015,9032.6309
United Kingdom,United States Patent and Trademark Office,Patent grants,2015,6661.3062
United Kingdom,European Patent Office,Patent applications,2016,6205.7451
United Kingdom,European Patent Office,Patent grants,2016,3696.7451
United Kingdom,United States Patent and Trademark Office,Patent applications,2016,8952.4541
United Kingdom,United States Patent and Trademark Office,Patent grants,2016,6675.2964
United Kingdom,European Patent Office,Patent applications,2017,6541.8237
United Kingdom,European Patent Office,Patent grants,2017,3483.9382
United Kingdom,United States Patent and Trademark Office,Patent applications,2017,9250.5469
United Kingdom,United States Patent and Trademark Office,Patent grants,2017,6864.5879
United Kingdom,European Patent Office,Patent applications,2018,6425.7622
United Kingdom,European Patent Office,Patent grants,2018,2960.4092
United Kingdom,United States Patent and Trademark Office,Patent applications,2018,9067.6875
United Kingdom,United States Patent and Trademark Office,Patent grants,2018,6380.3047
United Kingdom,European Patent Office,Patent applications,2019,6902.6348
United Kingdom,European Patent Office,Patent grants,2019,2459.3577
United Kingdom,United States Patent and Trademark Office,Patent applications,2019,8643.4414
United Kingdom,United States Patent and Trademark Office,Patent grants,2019,5287.7524
United Kingdom,European Patent Office,Patent applications,2020,6203.791
United Kingdom,European Patent Office,Patent grants,2020,1467.1317
United Kingdom,United States Patent and Trademark Office,Patent applications,2020,8204.7402
United Kingdom,United States Patent and Trademark Office,Patent grants,2020,3620.1699
United Kingdom,European Patent Office,Patent applications,2021,6018.3862
United Kingdom,European Patent Office,Patent grants,2021,857.67761
United Kingdom,United States Patent and Trademark Office,Patent applications,2021,7553.1992
United Kingdom,United States Patent and Trademark Office,Patent grants,2021,2356.3806
United Kingdom,European Patent Office,Patent applications,2022,5401.8252
United Kingdom,United States Patent and Trademark Office,Patent applications,2022,4829.5254
United States,European Patent Office,Patent grants,2009,17322.861
United States,World Intellectual Property Organization,Patent applications,2009,42884.84
United States,United States Patent and Trademark Office,Patent applications,2009,139933.2
United States,United States Patent and Trademark Office,Patent grants,2009,106747.44
United States,European Patent Office,Patent grants,2010,18314.578
United States,World Intellectual Property Organization,Patent applications,2010,45224.961
United States,United States Patent and Trademark Office,Patent applications,2010,146722.83
United States,United States Patent and Trademark Office,Patent grants,2010,112462.86
United States,European Patent Office,Patent grants,2011,20745.516
United States,World Intellectual Property Organization,Patent applications,2011,49272.129
United States,United States Patent and Trademark Office,Patent applications,2011,156252.59
United States,United States Patent and Trademark Office,Patent grants,2011,120984.92
United States,European Patent Office,Patent grants,2012,22740.697
United States,World Intellectual Property Organization,Patent applications,2012,52532.797
United States,United States Patent and Trademark Office,Patent applications,2012,173104.33
United States,United States Patent and Trademark Office,Patent grants,2012,136760.36
United States,European Patent Office,Patent grants,2013,25882.447
United States,World Intellectual Property Organization,Patent applications,2013,58951.809
United States,United States Patent and Trademark Office,Patent applications,2013,189107.63
United States,United States Patent and Trademark Office,Patent grants,2013,149410.66
United States,European Patent Office,Patent grants,2014,23787.176
United States,World Intellectual Property Organization,Patent applications,2014,53812.969
United States,United States Patent and Trademark Office,Patent applications,2014,173445.16
United States,United States Patent and Trademark Office,Patent grants,2014,140358.09
United States,European Patent Office,Patent grants,2015,23576.191
United States,World Intellectual Property Organization,Patent applications,2015,53596.121
United States,United States Patent and Trademark Office,Patent applications,2015,169564.94
United States,United States Patent and Trademark Office,Patent grants,2015,141597.55
United States,European Patent Office,Patent grants,2016,22847.814
United States,World Intellectual Property Organization,Patent applications,2016,54114.078
United States,United States Patent and Trademark Office,Patent applications,2016,168834.25
United States,United States Patent and Trademark Office,Patent grants,2016,143102.41
United States,European Patent Office,Patent grants,2017,20175.141
United States,World Intellectual Property Organization,Patent applications,2017,54612.379
United States,United States Patent and Trademark Office,Patent applications,2017,169755.94
United States,United States Patent and Trademark Office,Patent grants,2017,144250.86
United States,European Patent Office,Patent grants,2018,16940.139
United States,World Intellectual Property Organization,Patent applications,2018,55023.73
United States,United States Patent and Trademark Office,Patent applications,2018,163791.08
United States,United States Patent and Trademark Office,Patent grants,2018,136771.39
United States,European Patent Office,Patent grants,2019,12918.748
United States,World Intellectual Property Organization,Patent applications,2019,55713.586
United States,United States Patent and Trademark Office,Patent applications,2019,157144.16
United States,United States Patent and Trademark Office,Patent grants,2019,126926.47
United States,European Patent Office,Patent grants,2020,7813.6846
United States,World Intellectual Property Organization,Patent applications,2020,58061.547
United States,United States Patent and Trademark Office,Patent applications,2020,148901.39
United States,United States Patent and Trademark Office,Patent grants,2020,107511.78
United States,European Patent Office,Patent grants,2021,3777.8694
United States,World Intellectual Property Organization,Patent applications,2021,56516.004
United States,United States Patent and Trademark Office,Patent applications,2021,135190.83
United States,United States Patent and Trademark Office,Patent grants,2021,81689.523
United States,World Intellectual Property Organization,Patent applications,2022,54136.238
United States,United States Patent and Trademark Office,Patent applications,2022,113178.39
United States,World Intellectual Property Organization,Patent applications,2023,54428.543
United States,World Intellectual Property Organization,Patent applications,2024,55218.016
European Union (27 countries from 01/02/2020),European Patent Office,Patent applications,2009,52779.535
European Union (27 countries from 01/02/2020),European Patent Office,Patent grants,2009,33069.219
European Union (27 countries from 01/02/2020),World Intellectual Property Organization,Patent applications,2009,42103.137
European Union (27 countries from 01/02/2020),United States Patent and Trademark Office,Patent applications,2009,43850.438
European Union (27 countries from 01/02/2020),European Patent Office,Patent applications,2010,52972.887
European Union (27 countries from 01/02/2020),European Patent Office,Patent grants,2010,34282.316
European Union (27 countries from 01/02/2020),World Intellectual Property Organization,Patent applications,2010,43640.746
European Union (27 countries from 01/02/2020),United States Patent and Trademark Office,Patent applications,2010,45827.609
European Union (27 countries from 01/02/2020),European Patent Office,Patent applications,2011,53866.91
European Union (27 countries from 01/02/2020),European Patent Office,Patent grants,2011,35728.852
European Union (27 countries from 01/02/2020),World Intellectual Property Organization,Patent applications,2011,45287.449
European Union (27 countries from 01/02/2020),United States Patent and Trademark Office,Patent applications,2011,46300.445
European Union (27 countries from 01/02/2020),European Patent Office,Patent applications,2012,53497.223
European Union (27 countries from 01/02/2020),European Patent Office,Patent grants,2012,36059.645
European Union (27 countries from 01/02/2020),World Intellectual Property Organization,Patent applications,2012,44799.852
European Union (27 countries from 01/02/2020),United States Patent and Trademark Office,Patent applications,2012,48181.0
European Union (27 countries from 01/02/2020),European Patent Office,Patent applications,2013,53466.297
European Union (27 countries from 01/02/2020),European Patent Office,Patent grants,2013,37158.871
European Union (27 countries from 01/02/2020),World Intellectual Property Organization,Patent applications,2013,45113.754
European Union (27 countries from 01/02/2020),United States Patent and Trademark Office,Patent applications,2013,49296.441
European Union (27 countries from 01/02/2020),European Patent Office,Patent applications,2014,55076.215
European Union (27 countries from 01/02/2020),European Patent Office,Patent grants,2014,38444.363
European Union (27 countries from 01/02/2020),World Intellectual Property Organization,Patent applications,2014,45751.223
European Union (27 countries from 01/02/2020),United States Patent and Trademark Office,Patent applications,2014,49796.367
European Union (27 countries from 01/02/2020),European Patent Office,Patent applications,2015,55220.41
European Union (27 countries from 01/02/2020),European Patent Office,Patent grants,2015,38500.254
European Union (27 countries from 01/02/2020),World Intellectual Property Organization,Patent applications,2015,46262.871
European Union (27 countries from 01/02/2020),United States Patent and Trademark Office,Patent applications,2015,50874.137
European Union (27 countries from 01/02/2020),European Patent Office,Patent applications,2016,55728.773
European Union (27 countries from 01/02/2020),European Patent Office,Patent grants,2016,37832.059
European Union (27 countries from 01/02/2020),World Intellectual Property Organization,Patent applications,2016,46578.441
European Union (27 countries from 01/02/2020),United States Patent and Trademark Office,Patent applications,2016,50853.594
European Union (27 countries from 01/02/2020),European Patent Office,Patent applications,2017,57740.281
European Union (27 countries from 01/02/2020),European Patent Office,Patent grants,2017,36467.098
European Union (27 countries from 01/02/2020),World Intellectual Property Organization,Patent applications,2017,47198.797
European Union (27 countries from 01/02/2020),United States Patent and Trademark Office,Patent applications,2017,51263.555
European Union (27 countries from 01/02/2020),European Patent Office,Patent applications,2018,57434.777
European Union (27 countries from 01/02/2020),European Patent Office,Patent grants,2018,32490.551
European Union (27 countries from 01/02/2020),World Intellectual Property Organization,Patent applications,2018,47385.965
European Union (27 countries from 01/02/2020),United States Patent and Trademark Office,Patent applications,2018,50722.895
European Union (27 countries from 01/02/2020),European Patent Office,Patent applications,2019,58836.344
European Union (27 countries from 01/02/2020),European Patent Office,Patent grants,2019,28957.23
European Union (27 countries from 01/02/2020),World Intellectual Property Organization,Patent applications,2019,46653.949
European Union (27 countries from 01/02/2020),United States Patent and Trademark Office,Patent applications,2019,50899.742
European Union (27 countries from 01/02/2020),European Patent Office,Patent applications,2020,57630.996
European Union (27 countries from 01/02/2020),European Patent Office,Patent grants,2020,21813.93
European Union (27 countries from 01/02/2020),World Intellectual Property Organization,Patent applications,2020,46233.895
European Union (27 countries from 01/02/2020),United States Patent and Trademark Office,Patent applications,2020,48309.445
European Union (27 countries from 01/02/2020),European Patent Office,Patent applications,2021,58405.219
European Union (27 countries from 01/02/2020),European Patent Office,Patent grants,2021,15142.196
European Union (27 countries from 01/02/2020),World Intellectual Property Organization,Patent applications,2021,46778.371
European Union (27 countries from 01/02/2020),United States Patent and Trademark Office,Patent applications,2021,47388.715
European Union (27 countries from 01/02/2020),European Patent Office,Patent applications,2022,51380.449
European Union (27 countries from 01/02/2020),World Intellectual Property Organization,Patent applications,2022,45565.551
European Union (27 countries from 01/02/2020),United States Patent and Trademark Office,Patent applications,2022,28529.418
European Union (27 countries from 01/02/2020),World Intellectual Property Organization,Patent applications,2023,45999.906
European Union (27 countries from 01/02/2020),World Intellectual Property Organization,Patent applications,2024,46277.723
OECD,European Patent Office,Patent applications,2009,125822.41
OECD,European Patent Office,Patent grants,2009,73556.609
OECD,United States Patent and Trademark Office,Patent applications,2009,284298.81
OECD,United States Patent and Trademark Office,Patent grants,2009,207917.66
OECD,European Patent Office,Patent applications,2010,129670.27
OECD,European Patent Office,Patent grants,2010,78323.891
OECD,United States Patent and Trademark Office,Patent applications,2010,302009.06
OECD,United States Patent and Trademark Office,Patent grants,2010,222420.34
OECD,European Patent Office,Patent applications,2011,133682.13
OECD,European Patent Office,Patent grants,2011,83645.164
OECD,United States Patent and Trademark Office,Patent applications,2011,313022.22
OECD,United States Patent and Trademark Office,Patent grants,2011,234598.02
OECD,European Patent Office,Patent applications,2012,136101.95
OECD,European Patent Office,Patent grants,2012,86874.539
OECD,United States Patent and Trademark Office,Patent applications,2012,335184.91
OECD,United States Patent and Trademark Office,Patent grants,2012,256220.38
OECD,European Patent Office,Patent applications,2013,140514.27
OECD,European Patent Office,Patent grants,2013,91546.258
OECD,United States Patent and Trademark Office,Patent applications,2013,354425.31
OECD,United States Patent and Trademark Office,Patent grants,2013,273432.63
OECD,European Patent Office,Patent applications,2014,138678.3
OECD,European Patent Office,Patent grants,2014,91323.18
OECD,United States Patent and Trademark Office,Patent applications,2014,340324.81
OECD,United States Patent and Trademark Office,Patent grants,2014,268242.0
OECD,European Patent Office,Patent applications,2015,140107.44
OECD,European Patent Office,Patent grants,2015,91161.828
OECD,United States Patent and Trademark Office,Patent applications,2015,337332.19
OECD,United States Patent and Trademark Office,Patent grants,2015,272460.94
OECD,European Patent Office,Patent applications,2016,141940.41
OECD,European Patent Office,Patent grants,2016,89223.258
OECD,United States Patent and Trademark Office,Patent applications,2016,336724.47
OECD,United States Patent and Trademark Office,Patent grants,2016,275550.5
OECD,European Patent Office,Patent applications,2017,144986.38
OECD,European Patent Office,Patent grants,2017,83076.781
OECD,United States Patent and Trademark Office,Patent applications,2017,339359.53
OECD,United States Patent and Trademark Office,Patent grants,2017,278043.91
OECD,European Patent Office,Patent applications,2018,145831.55
OECD,European Patent Office,Patent grants,2018,72409.016
OECD,United States Patent and Trademark Office,Patent applications,2018,333911.94
OECD,United States Patent and Trademark Office,Patent grants,2018,265707.19
OECD,European Patent Office,Patent applications,2019,149382.7
OECD,European Patent Office,Patent grants,2019,59851.449
OECD,United States Patent and Trademark Office,Patent applications,2019,326406.09
OECD,United States Patent and Trademark Office,Patent grants,2019,243066.09
OECD,European Patent Office,Patent applications,2020,147072.8
OECD,European Patent Office,Patent grants,2020,40593.43
OECD,United States Patent and Trademark Office,Patent applications,2020,310572.5
OECD,United States Patent and Trademark Office,Patent grants,2020,192755.56
OECD,European Patent Office,Patent applications,2021,146938.31
OECD,European Patent Office,Patent grants,2021,25164.631
OECD,United States Patent and Trademark Office,Patent applications,2021,294294.69
OECD,United States Patent and Trademark Office,Patent grants,2021,137785.95
OECD,European Patent Office,Patent applications,2022,127897.13
OECD,United States Patent and Trademark Office,Patent applications,2022,222239.97
Algeria,European Patent Office,Patent applications,2009,0.0
Algeria,European Patent Office,Patent grants,2009,0.0
Algeria,United States Patent and Trademark Office,Patent applications,2009,0.25
Algeria,United States Patent and Trademark Office,Patent grants,2009,0.25
Algeria,European Patent Office,Patent applications,2010,3.3333001
Algeria,European Patent Office,Patent grants,2010,2.6666999
Algeria,United States Patent and Trademark Office,Patent applications,2010,2.8666999
Algeria,United States Patent and Trademark Office,Patent grants,2010,2.2
Algeria,European Patent Office,Patent applications,2011,1.9524
Algeria,European Patent Office,Patent grants,2011,1.619
Algeria,United States Patent and Trademark Office,Patent applications,2011,1.619
Algeria,United States Patent and Trademark Office,Patent grants,2011,0.28569999
Algeria,European Patent Office,Patent applications,2012,5.5
Algeria,European Patent Office,Patent grants,2012,3.5
Algeria,United States Patent and Trademark Office,Patent applications,2012,2.2221999
Algeria,United States Patent and Trademark Office,Patent grants,2012,1.7222
Algeria,European Patent Office,Patent applications,2013,0.80610001
Algeria,European Patent Office,Patent grants,2013,0.80610001
Algeria,United States Patent and Trademark Office,Patent applications,2013,1.1667
Algeria,United States Patent and Trademark Office,Patent grants,2013,0.66670001
Algeria,European Patent Office,Patent applications,2014,0.89999998
Algeria,European Patent Office,Patent grants,2014,0.89999998
Algeria,United States Patent and Trademark Office,Patent applications,2014,1.8167
Algeria,United States Patent and Trademark Office,Patent grants,2014,1.25
Algeria,European Patent Office,Patent applications,2015,2.0
Algeria,European Patent Office,Patent grants,2015,0.0
Algeria,United States Patent and Trademark Office,Patent applications,2015,1.8667001
Algeria,United States Patent and Trademark Office,Patent grants,2015,1.5333
Algeria,European Patent Office,Patent applications,2016,1.1667
Algeria,European Patent Office,Patent grants,2016,1.1667
Algeria,United States Patent and Trademark Office,Patent applications,2016,0.52780002
Algeria,United States Patent and Trademark Office,Patent grants,2016,0.52780002
Algeria,European Patent Office,Patent applications,2017,1.4167
Algeria,European Patent Office,Patent grants,2017,1.1667
Algeria,United States Patent and Trademark Office,Patent applications,2017,1.0
Algeria,United States Patent and Trademark Office,Patent grants,2017,0.75
Algeria,European Patent Office,Patent applications,2018,1.0
Algeria,European Patent Office,Patent grants,2018,1.0
Algeria,United States Patent and Trademark Office,Patent applications,2018,0.40000001
Algeria,United States Patent and Trademark Office,Patent grants,2018,0.40000001
Algeria,European Patent Office,Patent applications,2019,2.7
Algeria,European Patent Office,Patent grants,2019,0.5
Algeria,United States Patent and Trademark Office,Patent applications,2019,5.6999998
Algeria,United States Patent and Trademark Office,Patent grants,2019,2.5
Algeria,European Patent Office,Patent applications,2020,2.0
Algeria,European Patent Office,Patent grants,2020,0.0
Algeria,United States Patent and Trademark Office,Patent applications,2020,2.0667
Algeria,United States Patent and Trademark Office,Patent grants,2020,0.86669999
Algeria,European Patent Office,Patent applications,2021,2.6333001
Algeria,European Patent Office,Patent grants,2021,0.0
Algeria,United States Patent and Trademark Office,Patent applications,2021,5.3667002
Algeria,United States Patent and Trademark Office,Patent grants,2021,2.5332999
Algeria,European Patent Office,Patent applications,2022,2.7857001
Algeria,United States Patent and Trademark Office,Patent applications,2022,2.5332999
Andorra,European Patent Office,Patent applications,2009,4.0
Andorra,World Intellectual Property Organization,Patent applications,2009,5.0
Andorra,United States Patent and Trademark Office,Patent applications,2009,3.75
Andorra,United States Patent and Trademark Office,Patent grants,2009,1.5
Andorra,European Patent Office,Patent applications,2010,3.5
Andorra,World Intellectual Property Organization,Patent applications,2010,2.5
Andorra,United States Patent and Trademark Office,Patent applications,2010,2.1666999
Andorra,United States Patent and Trademark Office,Patent grants,2010,1.1667
Andorra,European Patent Office,Patent applications,2011,1.8333
Andorra,World Intellectual Property Organization,Patent applications,2011,5.0833335
Andorra,United States Patent and Trademark Office,Patent applications,2011,3.1666999
Andorra,United States Patent and Trademark Office,Patent grants,2011,2.1666999
Andorra,European Patent Office,Patent applications,2012,2.6666999
Andorra,World Intellectual Property Organization,Patent applications,2012,2.8333333
Andorra,United States Patent and Trademark Office,Patent applications,2012,1.8333
Andorra,United States Patent and Trademark Office,Patent grants,2012,1.5
Andorra,European Patent Office,Patent applications,2013,2.0
Andorra,World Intellectual Property Organization,Patent applications,2013,1.0
Andorra,United States Patent and Trademark Office,Patent applications,2013,1.5833
Andorra,United States Patent and Trademark Office,Patent grants,2013,0.58329999
Andorra,European Patent Office,Patent applications,2014,2.3333001
Andorra,World Intellectual Property Organization,Patent applications,2014,3.0833333
Andorra,United States Patent and Trademark Office,Patent applications,2014,1.3333
Andorra,United States Patent and Trademark Office,Patent grants,2014,1.3333
Andorra,European Patent Office,Patent applications,2015,4.6666999
Andorra,World Intellectual Property Organization,Patent applications,2015,4.6666665
Andorra,United States Patent and Trademark Office,Patent applications,2015,3.5
Andorra,United States Patent and Trademark Office,Patent grants,2015,1.5
Andorra,European Patent Office,Patent applications,2016,4.25
Andorra,World Intellectual Property Organization,Patent applications,2016,7.25
Andorra,United States Patent and Trademark Office,Patent applications,2016,2.75
Andorra,United States Patent and Trademark Office,Patent grants,2016,1.0
Andorra,European Patent Office,Patent applications,2017,7.4499998
Andorra,World Intellectual Property Organization,Patent applications,2017,7.9499998
Andorra,United States Patent and Trademark Office,Patent applications,2017,2.5
Andorra,United States Patent and Trademark Office,Patent grants,2017,2.0
Andorra,European Patent Office,Patent applications,2018,1.45
Andorra,World Intellectual Property Organization,Patent applications,2018,3.8333333
Andorra,United States Patent and Trademark Office,Patent applications,2018,1.2
Andorra,United States Patent and Trademark Office,Patent grants,2018,1.2
Andorra,European Patent Office,Patent applications,2019,2.2083001
Andorra,World Intellectual Property Organization,Patent applications,2019,3.2083333
Andorra,United States Patent and Trademark Office,Patent applications,2019,1.3667001
Andorra,United States Patent and Trademark Office,Patent grants,2019,1.0333
Andorra,European Patent Office,Patent applications,2020,1.3333
Andorra,World Intellectual Property Organization,Patent applications,2020,1.5833334
Andorra,United States Patent and Trademark Office,Patent applications,2020,4.3622999
Andorra,United States Patent and Trademark Office,Patent grants,2020,0.75
Andorra,European Patent Office,Patent applications,2021,3.3611
Andorra,World Intellectual Property Organization,Patent applications,2021,1.7361112
Andorra,United States Patent and Trademark Office,Patent applications,2021,1.4028
Andorra,United States Patent and Trademark Office,Patent grants,2021,0.5
Andorra,European Patent Office,Patent applications,2022,2.5
Andorra,World Intellectual Property Organization,Patent applications,2022,3.5
Andorra,United States Patent and Trademark Office,Patent applications,2022,1.0
Andorra,World Intellectual Property Organization,Patent applications,2023,2.082485
Andorra,World Intellectual Property Organization,Patent applications,2024,2.4535277
Argentina,European Patent Office,Patent grants,2009,29.4706
Argentina,World Intellectual Property Organization,Patent applications,2009,46.062302
Argentina,United States Patent and Trademark Office,Patent applications,2009,110.0692
Argentina,United States Patent and Trademark Office,Patent grants,2009,66.632698
Argentina,European Patent Office,Patent grants,2010,15.7833
Argentina,World Intellectual Property Organization,Patent applications,2010,60.23016
Argentina,United States Patent and Trademark Office,Patent applications,2010,93.063103
Argentina,United States Patent and Trademark Office,Patent grants,2010,52.828999
Argentina,European Patent Office,Patent grants,2011,21.236099
Argentina,World Intellectual Property Organization,Patent applications,2011,54.039288
Argentina,United States Patent and Trademark Office,Patent applications,2011,110.4734
Argentina,United States Patent and Trademark Office,Patent grants,2011,70.609901
Argentina,European Patent Office,Patent grants,2012,29.342899
Argentina,World Intellectual Property Organization,Patent applications,2012,55.062302
Argentina,United States Patent and Trademark Office,Patent applications,2012,106.3056
Argentina,United States Patent and Trademark Office,Patent grants,2012,70.410599
Argentina,European Patent Office,Patent grants,2013,19.6905
Argentina,World Intellectual Property Organization,Patent applications,2013,45.825001
Argentina,United States Patent and Trademark Office,Patent applications,2013,105.7981
Argentina,United States Patent and Trademark Office,Patent grants,2013,77.723099
Argentina,European Patent Office,Patent grants,2014,27.223801
Argentina,World Intellectual Property Organization,Patent applications,2014,62.12619
Argentina,United States Patent and Trademark Office,Patent applications,2014,102.7381
Argentina,United States Patent and Trademark Office,Patent grants,2014,70.839699
Argentina,European Patent Office,Patent grants,2015,28.866699
Argentina,World Intellectual Property Organization,Patent applications,2015,78.558731
Argentina,United States Patent and Trademark Office,Patent applications,2015,132.1563
Argentina,United States Patent and Trademark Office,Patent grants,2015,98.569
Argentina,European Patent Office,Patent grants,2016,30.4722
Argentina,World Intellectual Property Organization,Patent applications,2016,71.119446
Argentina,United States Patent and Trademark Office,Patent applications,2016,128.6028
Argentina,United States Patent and Trademark Office,Patent grants,2016,97.898003
Argentina,European Patent Office,Patent grants,2017,18.1667
Argentina,World Intellectual Property Organization,Patent applications,2017,51.717857
Argentina,United States Patent and Trademark Office,Patent applications,2017,123.1711
Argentina,United States Patent and Trademark Office,Patent grants,2017,98.963501
Argentina,European Patent Office,Patent grants,2018,23.6262
Argentina,World Intellectual Property Organization,Patent applications,2018,60.992859
Argentina,United States Patent and Trademark Office,Patent applications,2018,144.5528
Argentina,United States Patent and Trademark Office,Patent grants,2018,113.6726
Argentina,European Patent Office,Patent grants,2019,11.75
Argentina,World Intellectual Property Organization,Patent applications,2019,56.208332
Argentina,United States Patent and Trademark Office,Patent applications,2019,164.0195
Argentina,United States Patent and Trademark Office,Patent grants,2019,116.2452
Argentina,European Patent Office,Patent grants,2020,9.5
Argentina,World Intellectual Property Organization,Patent applications,2020,70.144875
Argentina,United States Patent and Trademark Office,Patent applications,2020,140.77499
Argentina,United States Patent and Trademark Office,Patent grants,2020,85.081703
Argentina,European Patent Office,Patent grants,2021,4.8333001
Argentina,World Intellectual Property Organization,Patent applications,2021,50.678967
Argentina,United States Patent and Trademark Office,Patent applications,2021,135.3688
Argentina,United States Patent and Trademark Office,Patent grants,2021,74.0355
Argentina,World Intellectual Property Organization,Patent applications,2022,47.203571
Argentina,United States Patent and Trademark Office,Patent applications,2022,88.059502
Argentina,World Intellectual Property Organization,Patent applications,2023,52.982128
Argentina,World Intellectual Property Organization,Patent applications,2024,50.462826
Armenia,European Patent Office,Patent applications,2009,3.7
Armenia,European Patent Office,Patent grants,2009,1.2
Armenia,World Intellectual Property Organization,Patent applications,2009,6.1999998
Armenia,United States Patent and Trademark Office,Patent applications,2009,11.3667
Armenia,United States Patent and Trademark Office,Patent grants,2009,6.5332999
Armenia,European Patent Office,Patent applications,2010,1.4
Armenia,European Patent Office,Patent grants,2010,0.0
Armenia,World Intellectual Property Organization,Patent applications,2010,4.9000001
Armenia,United States Patent and Trademark Office,Patent applications,2010,11.1262
Armenia,United States Patent and Trademark Office,Patent grants,2010,9.2333002
Armenia,European Patent Office,Patent applications,2011,24.5952
Armenia,European Patent Office,Patent grants,2011,15.9762
Armenia,World Intellectual Property Organization,Patent applications,2011,16.833334
Armenia,United States Patent and Trademark Office,Patent applications,2011,29.052401
Armenia,United States Patent and Trademark Office,Patent grants,2011,20.7167
Armenia,European Patent Office,Patent applications,2012,3.8333001
Armenia,European Patent Office,Patent grants,2012,2.6666999
Armenia,World Intellectual Property Organization,Patent applications,2012,7.6666665
Armenia,United States Patent and Trademark Office,Patent applications,2012,17.6667
Armenia,United States Patent and Trademark Office,Patent grants,2012,13.0833
Armenia,European Patent Office,Patent applications,2013,5.9762001
Armenia,European Patent Office,Patent grants,2013,2.0
Armenia,World Intellectual Property Organization,Patent applications,2013,8.333333
Armenia,United States Patent and Trademark Office,Patent applications,2013,11.3429
Armenia,United States Patent and Trademark Office,Patent grants,2013,10.4929
Armenia,European Patent Office,Patent applications,2014,5.1429
Armenia,European Patent Office,Patent grants,2014,3.6429
Armenia,World Intellectual Property Organization,Patent applications,2014,7.2857141
Armenia,United States Patent and Trademark Office,Patent applications,2014,14.2024
Armenia,United States Patent and Trademark Office,Patent grants,2014,13.0024
Armenia,European Patent Office,Patent applications,2015,3.1500001
Armenia,European Patent Office,Patent grants,2015,0.69999999
Armenia,World Intellectual Property Organization,Patent applications,2015,7.9000001
Armenia,United States Patent and Trademark Office,Patent applications,2015,8.4833002
Armenia,United States Patent and Trademark Office,Patent grants,2015,5.9000001
Armenia,European Patent Office,Patent applications,2016,3.6389
Armenia,European Patent Office,Patent grants,2016,1.6944
Armenia,World Intellectual Property Organization,Patent applications,2016,10.138889
Armenia,United States Patent and Trademark Office,Patent applications,2016,30.6346
Armenia,United States Patent and Trademark Office,Patent grants,2016,28.885401
Armenia,European Patent Office,Patent applications,2017,5.8158998
Armenia,European Patent Office,Patent grants,2017,2.0
Armenia,World Intellectual Property Organization,Patent applications,2017,12.982575
Armenia,United States Patent and Trademark Office,Patent applications,2017,24.2171
Armenia,United States Patent and Trademark Office,Patent grants,2017,16.734501
Armenia,European Patent Office,Patent applications,2018,3.2316999
Armenia,European Patent Office,Patent grants,2018,0.0
Armenia,World Intellectual Property Organization,Patent applications,2018,5.2317462
Armenia,United States Patent and Trademark Office,Patent applications,2018,12.3508
Armenia,United States Patent and Trademark Office,Patent grants,2018,9.2483997
Armenia,European Patent Office,Patent applications,2019,6.1845002
Armenia,European Patent Office,Patent grants,2019,2.8333001
Armenia,World Intellectual Property Organization,Patent applications,2019,6.1845236
Armenia,United States Patent and Trademark Office,Patent applications,2019,18.109501
Armenia,United States Patent and Trademark Office,Patent grants,2019,18.509501
Armenia,European Patent Office,Patent applications,2020,4.9611001
Armenia,European Patent Office,Patent grants,2020,2.9056001
Armenia,World Intellectual Property Organization,Patent applications,2020,7.4126983
Armenia,United States Patent and Trademark Office,Patent applications,2020,15.8381
Armenia,United States Patent and Trademark Office,Patent grants,2020,7.4238
Armenia,European Patent Office,Patent applications,2021,9.9659004
Armenia,European Patent Office,Patent grants,2021,2.0
Armenia,World Intellectual Property Organization,Patent applications,2021,11.299242
Armenia,United States Patent and Trademark Office,Patent applications,2021,21.381399
Armenia,United States Patent and Trademark Office,Patent grants,2021,10.8833
Armenia,European Patent Office,Patent applications,2022,5.5667
Armenia,World Intellectual Property Organization,Patent applications,2022,11.292857
Armenia,United States Patent and Trademark Office,Patent applications,2022,29.408199
Armenia,World Intellectual Property Organization,Patent applications,2023,10.705778
Armenia,World Intellectual Property Organization,Patent applications,2024,11.138996
Belarus,European Patent Office,Patent applications,2009,9.5832996
Belarus,European Patent Office,Patent grants,2009,3.5
Belarus,World Intellectual Property Organization,Patent applications,2009,18.62619
Belarus,United States Patent and Trademark Office,Patent applications,2009,9.6880999
Belarus,United States Patent and Trademark Office,Patent grants,2009,7.9881001
